probe	chr	start	end	info	gene	IFAh2	IFAh2cis	IFAh2trans	IFBh2	IFBh2cis	IFBh2trans	rho	
10000547377	1	169443507	169443555	NM_001460	FMO2	0.129	0.518	-0.389	-0.081	-0.059	-0.021	-0.038	
10000547379	1	159426958	159427018	NM_005099	ADAMTS4	0.357	0.027	0.330	0.011	0.019	-0.008	0.005	
10000547385	1	110577500	110577560	NM_004978	KCNC4	0.043	0.053	-0.010	0.125	0.007	0.117	-0.043	
10000547387	1	201403569	201403629	NM_004997	MYBPH	0.180	0.003	0.177	0.718	0.229	0.489	-0.003	
10000547396	1	166550026	166550086	NM_005149	TBX19	0.263	-0.277	0.540	-0.012	-0.132	0.120	-0.018	
10000547397	1	36542692	36542744	NM_005119	THRAP3	0.234	0.115	0.120	0.056	0.027	0.030	0.044	
10000547399	1	113054138	113054198	NM_005167	PPM1J	0.223	0.032	0.191	0.367	-0.019	0.386	-0.024	
10000547411	1	43561165	43561225	NM_005424	TIE1	0.064	0.127	-0.063	0.092	-0.061	0.153	0.023	
10000547416	1	74445352	74445412	NM_003838	TNNI3K	0.347	-0.094	0.442	0.096	0.170	-0.073	0.014	
10000547433	1	151612955	151613015	NM_005621	S100A12	0.124	0.153	-0.029	0.469	0.189	0.280	0.177	
10000547452	1	151858051	151858111	NM_005979	S100A13	0.260	0.250	0.010	0.320	0.288	0.032	0.117	
10000547471	1	161016746	161016806	NM_006182	DDR2	0.184	-0.260	0.443	0.150	0.008	0.142	0.044	
10000547476	1	56946557	56946617	NM_006252	PRKAA2	0.021	-0.102	0.123	-0.149	0.016	-0.165	-0.023	
10000547493	1	184908098	184908158	NM_000963	PTGS2	-0.106	-0.280	0.175	0.178	-0.095	0.273	0.004	
10000547517	1	120088221	120088281	NM_006623	PHGDH	0.189	-0.159	0.348	0.483	0.130	0.354	-0.087	
10000547536	1	155042678	155042738	NM_003975	SH2D2A	0.208	-0.011	0.220	0.438	0.022	0.416	0.122	
10000547551	1	27554428	27554488	NM_004672	MAP3K6	0.387	0.179	0.208	0.352	0.187	0.166	0.028	
10000547558	1	37803232	37803292	NM_003462	DNALI1	0.582	0.208	0.374	0.054	-0.123	0.177	-0.008	
10000547560	1	40532162	40532222	NM_005857	ZMPSTE24	0.166	0.128	0.038	0.000	0.106	-0.106	0.059	
10000547565	1	204888843	204888903	NM_003582	RED	0.271	0.203	0.068	0.048	0.046	0.002	0.062	
10000547574	1	144253569	144253629	NM_003637	ITGA10	0.324	0.197	0.127	0.059	-0.006	0.065	-0.097	
10000547580	1	115051107	115051167	NM_002524	NRAS	0.148	0.111	0.037	0.207	0.032	0.174	0.065	
10000547581	1	233678637	233678697	NM_003193	TBCE	0.262	0.154	0.109	0.046	0.179	-0.133	0.158	
10000547622	1	159357745	159357805	NM_004216	NIT1	0.148	-0.230	0.378	-0.014	-0.009	-0.005	-0.035	
10000547626	1	47678285	47678345	NM_004474	FOXD2	0.166	0.010	0.156	0.006	0.049	-0.043	-0.076	
10000547634	1	8957289	8957349	NM_001215	CA6	0.157	-0.182	0.340					
10000547683	1	26388891	26388951	NM_006314	CNKSR1	0.299	0.300	-0.001	0.295	0.110	0.185	0.024	
10000547688	1	76151334	76151394	NM_002440	MSH4	0.320	0.362	-0.042	0.177	0.278	-0.101	0.112	
10000547702	1	172684898	172684958	NM_005684	RP1-102G20.1	0.007	-0.205	0.212	0.273	0.119	0.154	-0.006	
10000547708	1	110861382	110861442	NM_005549	KCNA10	0.007	-0.083	0.090	0.057	-0.100	0.157	0.026	
10000547711	1	159543173	159543233	NM_000530	MPZ	0.040	0.019	0.021	0.022	0.054	-0.032	-0.038	
10000547719	1	151786819	151786879	NM_002960	S100A3	0.467	0.209	0.258	0.147	-0.278	0.425	-0.062	
10000547731	1	70593278	70593338	NM_007071	HHLA3	0.126	-0.181	0.307	0.108	-0.123	0.231	0.055	
10000547749	1	109153521	109153581	NM_007269	UNC-18c	0.332	-0.031	0.364	0.097	0.009	0.088	-0.090	
10000547762	1	166326323	166326383	NM_007369	GPR161	0.244	0.035	0.209	0.435	-0.046	0.480	0.159	
10000547769	1	150010673	150010733	NM_006862	TDRKH	0.552	0.637	-0.085	0.445	0.388	0.057	0.441	
10000547771	1	159993487	159993547	NM_007240	DUSP12	0.268	0.100	0.168	0.062	0.166	-0.103	-0.009	
10000547784	1	32411182	32411242	NM_012316	KPNA6	0.184	-0.001	0.185	0.205	0.147	0.059	0.038	
10000547800	1	198642480	198642540	NM_012482	ZNF281	0.228	-0.073	0.301	0.291	0.086	0.205	-0.043	
10000547805	1	85556756	85556816	NM_012137	DDAH1	0.150	-0.118	0.269	0.359	0.163	0.196	0.034	
10000547810	1	163898132	163898192	NM_000696	ALDH9A1	0.138	0.010	0.128	0.287	0.007	0.280	0.022	
10000547827	1	117112983	117113043	NM_001767	CD2	-0.023	0.272	-0.295	0.144	-0.155	0.299	0.203	
10000547828	1	158915310	158915370	NM_001778	CD48	0.299	0.053	0.246	0.162	0.090	0.072	-0.009	
10000547829	1	100758066	100758126	NM_003672	CDC14A	0.385	0.017	0.368	0.127	0.191	-0.064	0.080	
10000547839	1	74943857	74943917	NM_001889	DKFZp686C16101	0.563	0.503	0.059	0.530	0.383	0.147	0.536	
10000547854	1	224191158	224191218	NM_003240	LEFTY2	-0.032	0.083	-0.115	0.021	-0.022	0.043	-0.012	
10000547861	1	157544460	157544520	NM_002001	FCER1A	0.344	0.012	0.332	0.403	0.040	0.363	0.080	
10000547877	1	110015620	110015680	NM_000848	GSTM2	0.452	0.310	0.142	0.198	0.227	-0.029	0.123	
10000547897	1	231874120	231874180	NM_002245	KCNK1	0.442	0.282	0.160	0.121	0.042	0.079	-0.009	
10000547914	1	151933031	151933091	NM_000906	NPR1	0.319	-0.128	0.446	-0.011	0.085	-0.095	-0.043	
10000547928	1	199565886	199565945	NM_000299	PKP1	0.067	-0.300	0.367	-0.028	-0.016	-0.012	0.055	
10000547934	1	56734692	56734752	NM_003713	PPAP2B	0.459	0.268	0.191	0.228	-0.085	0.313	0.035	
10000547945	1	45060867	45060927	NM_003738	PTCH2	-0.032	-0.027	-0.006	0.134	-0.015	0.149	-0.018	
10000547948	1	200382765	200382825	NM_002832	PTPN7	0.291	0.009	0.282	0.361	0.092	0.269	0.154	
10000547960	1	28090720	28090780	NM_002946	RPA2	0.085	0.163	-0.078	0.248	-0.033	0.281	0.105	
10000547970	1	150222107	150222167	NM_002966	S100A10	0.155	0.113	0.042	0.144	0.275	-0.131	0.054	
10000547979	1	158846718	158846778	NM_003037	SLAMF1	0.076	0.145	-0.069	0.281	0.091	0.190	0.098	
10000548027	1	100161641	100161701	NM_000028	AGL	0.192	-0.180	0.371	-0.067	0.033	-0.100	0.028	
10000548034	1	224099535	224099595	NM_000120	EPHX1	0.092	0.124	-0.032	0.117	-0.048	0.165	-0.092	
10000548039	1	235130357	235130417	NM_000254	MTR	0.193	-0.000	0.193	0.133	0.045	0.089	0.036	
10000548051	1	26773534	26773594	NM_002953	RPS6KA1	0.213	0.151	0.062	0.026	0.008	0.018	0.045	
10000548053	1	101479142	101479197	NM_001400	S1PR1	0.303	-0.015	0.318	-0.052	-0.078	0.026	-0.074	
10000548064	1	157299929	157299989	NM_004833	AIM2	0.216	-0.079	0.294	0.362	0.194	0.168	0.164	
10000548129	1	169577563	169577623	NM_002022	FMO4	0.124	-0.120	0.244	0.088	0.006	0.083	0.007	
10000548137	1	112120029	112120089	NM_004980	KCND3	0.435	0.137	0.298	0.060	-0.205	0.265	-0.035	
10000548145	1	150046436	150046496	NM_005060	RORC	0.325	0.120	0.206	0.118	-0.234	0.352	-0.106	
10000548166	1	165777057	165777117	NM_003851	CREG1	0.375	0.221	0.154	0.320	0.283	0.036	0.076	
10000548167	1	78186995	78187435	NM_003902	FUBP1	0.381	0.103	0.278	0.156	0.063	0.094	0.023	
10000548173	1	120092636	120092696	NM_005518	HMGCS2	0.026	0.022	0.004	0.004	-0.054	0.059	-0.032	
10000548174	1	157291502	157291562	NM_005531	IFI16	0.153	-0.073	0.227	0.065	-0.051	0.116	0.121	
10000548194	1	111529036	111529096	NM_006090	CEPT1	0.160	0.023	0.137	0.158	0.023	0.136	-0.021	
10000548219	1	46516729	46516789	NM_006369	RAD54L	0.120	0.152	-0.033	0.086	0.000	0.086	-0.061	
10000548270	1	200963628	200963688	NM_006618	JARID1B	0.074	0.024	0.050	0.072	-0.072	0.144	-0.035	
10000548296	1	43405125	43405425	NM_006824	EBNA1BP2	0.170	-0.066	0.236	0.079	0.136	-0.056	-0.088	
10000548324	1	222446705	222446765	NM_003676	DEGS1	0.443	0.151	0.292	0.057	0.097	-0.039	0.044	
10000548333	1	202785571	202785631	NM_002393	MDMX	0.351	-0.054	0.404	-0.018	-0.037	0.019	-0.179	
10000548335	1	26160230	26160290	NM_000437	PAFAH2	0.098	0.164	-0.065	0.273	-0.001	0.274	0.060	
10000548336	1	167926434	167926494	NM_000655	SELL	0.086	-0.072	0.158	0.323	0.275	0.048	0.112	
10000548357	1	241733106	241733166	NM_005465	BC019085	0.075	0.030	0.045	-0.008	0.191	-0.199	0.031	
10000548361	1	205143989	205144049	NM_006850	IL24	0.209	0.065	0.144	0.257	-0.055	0.312	-0.018	
10000548379	1	158438230	158438290	NM_001231	CASQ1	0.325	0.237	0.088	0.563	0.588	-0.026	-0.114	
10000548389	1	94234290	94234341	NM_000350	ABCA4	0.143	0.139	0.003	-0.010	0.064	-0.075	0.031	
10000548414	1	19538553	19538613	NM_004930	CAPZB	0.181	0.062	0.119	0.139	0.214	-0.075	0.004	
10000548417	1	184550197	184550257	NM_005807	TPR	0.049	-0.208	0.257	0.113	0.104	0.010	0.023	
10000548418	1	201545172	201545232	NM_006763	FMOD	0.196	-0.193	0.389	0.384	-0.117	0.502	-0.104	
10000548449	1	117378216	117378276	NM_004258	IGSF2	0.444	-0.071	0.515	0.301	0.033	0.268	-0.082	
10000548453	1	30960600	30960660	NM_002379	MATN1	0.269	-0.159	0.427	0.117	0.157	-0.040	0.088	
10000548461	1	151776393	151776453	NM_002962	S100A5	0.208	0.067	0.141	0.039	-0.056	0.095	-0.001	
10000548497	1	169353193	169353253	NM_006894	FMO3	0.599	0.568	0.031	-0.051	0.035	-0.086	-0.012	
10000548498	1	219941599	219941659	NM_007207	DUSP10	0.207	0.216	-0.009	0.199	0.101	0.098	-0.091	
10000548520	1	82229907	82229967	NM_012302	LPHN2	0.227	0.110	0.117	-0.004	-0.027	0.023	-0.072	
10000548527	1	20311473	20311533	NM_012400	PLA2G2D	0.211	0.063	0.148	0.152	-0.060	0.211	0.137	
10000548528	1	114177098	114177158	NM_012411	PTPN22	0.189	0.056	0.133	-0.125	-0.103	-0.022	-0.100	
10000548529	1	40479084	40479144	NM_012421	RLF	0.512	0.005	0.507	0.172	0.124	0.048	-0.081	
10000548537	1	200132696	200132756	NM_012134	LMOD1	0.323	-0.002	0.324	0.007	-0.178	0.185	-0.047	
10000548546	1	157825187	157825248	NM_001639	APCS	0.158	0.245	-0.087	0.150	-0.059	0.208	0.060	
10000548558	1	222030258	222030318	NM_001748	CAPN2	0.249	0.027	0.222	0.169	-0.000	0.169	0.066	
10000548563	1	116880206	116880266	NM_001779	CD58	0.374	0.113	0.260	0.037	0.065	-0.028	0.083	
10000548568	1	28737955	28738015	NM_001269	SNHG3-RCC1	0.175	0.327	-0.151	0.223	0.052	0.171	0.094	
10000548569	1	152815647	152815707	NM_000748	CHRNB2	0.093	0.075	0.019	0.022	-0.233	0.256	-0.033	
10000548589	1	21418968	21419028	NM_001397	ECE1	0.332	0.181	0.152	0.264	-0.135	0.399	-0.024	
10000548608	1	110080661	110080721	NM_000849	GSTM3	0.714	0.442	0.272	0.765	0.524	0.241	0.580	
10000548617	1	33132588	33132648	NM_002143	HPCA	0.189	0.149	0.039	0.102	-0.116	0.217	-0.024	
10000548633	1	65875267	65875327	NM_002303	LEPR	0.577	0.114	0.463	0.255	0.377	-0.123	0.177	
10000548647	1	222481716	222481776	NM_002533	NVL	0.102	0.249	-0.147	0.320	0.067	0.254	0.048	
10000548654	1	2326121	2326181	NM_002617	RP4-740C4.2	0.204	-0.020	0.224	0.284	0.030	0.255	-0.022	
10000548664	1	165651855	165651908	NM_002697	POU2F1	0.699	0.144	0.555	0.194	-0.195	0.389	-0.107	
10000548670	1	2106221	2106281	NM_002744	RP11-181G12.3	0.284	0.023	0.261	0.315	0.180	0.135	0.005	
10000548671	1	212276318	212276378	NM_002763	PROX1	0.260	0.025	0.235	0.069	0.174	-0.105	0.035	
10000548701	1	151782894	151782954	NM_002961	S100A4	0.195	-0.108	0.304	0.370	0.007	0.364	0.035	
10000548711	1	9019853	9019913	NM_003039	SLC2A5	0.230	0.076	0.154	0.228	0.115	0.113	0.127	
10000548728	1	47455079	47455139	NM_003189	TAL1	0.135	0.275	-0.140	0.365	0.154	0.211	-0.043	
10000548739	1	184550383	184550443	NM_003292	TPR	0.087	0.051	0.037	0.071	-0.074	0.144	0.005	
10000548757	1	76001646	76001706	NM_000016	ACADM	0.351	-0.230	0.581	0.184	0.030	0.154	0.047	
10000548758	1	100161854	100161914	NM_000642	AGL	0.137	-0.161	0.298	-0.066	0.036	-0.103	0.038	
10000548761	1	57156182	57156242	NM_000562	C8A	-0.009	0.017	-0.026	-0.013	-0.055	0.042	-0.018	
10000548763	1	54148922	54148982	NM_000792	DIO1	0.112	-0.066	0.178	0.054	-0.031	0.085	-0.046	
10000548767	1	151501061	151501121	NM_000427	LOR	-0.022	-0.028	0.005	-0.048	0.109	-0.157	-0.023	
10000548814	1	29316055	29316115	NM_004437	EPB41	0.119	-0.223	0.342	0.001	-0.005	0.006	0.013	
10000548816	1	26235332	26235392	NM_004455	EXTL1	0.469	0.030	0.439	0.086	-0.113	0.199	-0.051	
10000548823	1	154978529	154978589	NM_004494	HDGF	0.131	-0.019	0.150	0.245	-0.025	0.270	0.052	
10000548844	1	76032812	76032872	NM_004582	RABGGTB	0.132	0.000	0.132	0.016	0.154	-0.138	0.149	
10000548863	1	145124979	145125039	NM_001461	FMO5	0.231	0.096	0.135	0.306	0.171	0.135	0.177	
10000548910	1	199616995	199617055	NM_005558	LAD1	0.015	-0.155	0.170	0.044	-0.125	0.169	-0.028	
10000548911	1	154373364	154373424	NM_005572	LMNA	0.187	-0.101	0.288	0.206	0.050	0.156	-0.033	
10000548914	1	159357359	159357419	NM_005600	NIT1	0.139	-0.036	0.174	0.284	0.182	0.102	-0.113	
10000548939	1	39991895	39991955	NM_006112	PPIE	0.034	-0.027	0.061	0.330	0.171	0.160	0.002	
10000548943	1	154545401	154545461	NM_005998	CCT3	0.243	-0.101	0.344					
10000548960	1	70158474	70158534	NM_006222	PIN1L	0.173	0.106	0.066	0.122	0.002	0.120	-0.072	
10000548962	1	210601253	210601313	NM_006243	PPP2R5A	0.430	0.097	0.333	0.389	0.551	-0.162	0.025	
10000548966	1	151870899	151870959	NM_006271	S100A13	0.713	-0.039	0.751	0.085	-0.120	0.205	-0.032	
10000548972	1	110745573	110745633	NM_006402	HBXIP	0.086	0.106	-0.020	0.107	0.069	0.038	0.017	
10000548989	1	202390765	202390825	NM_000537	REN	0.186	-0.102	0.288	-0.009	0.119	-0.128	0.048	
10000548991	1	153483653	153483713	NM_006589	C1orf2	0.149	-0.157	0.305	0.245	0.005	0.240	0.219	
10000548997	1	109938394	109938454	NM_006496	GNAI3	0.754	0.498	0.256	0.476	0.503	-0.026	0.577	
10000548999	1	67036327	67036387	NM_005478	INSL5	0.190	-0.281	0.472	-0.116	0.037	-0.153	-0.016	
10000549004	1	153163961	153164021	NM_006556	PMVK	0.189	0.026	0.163	0.181	-0.279	0.460	0.062	
10000549011	1	7902583	7902643	NM_001561	TNFRSF9	0.188	0.132	0.056	0.253	0.020	0.233	-0.009	
10000549014	1	191416534	191416594	NM_003783	CDC73	0.041	0.230	-0.189	0.120	-0.124	0.243	-0.060	
10000549020	1	158451133	158451193	NM_003768	PEA15	0.475	0.142	0.334	0.109	-0.091	0.200	0.038	
10000549027	1	169940209	169940273	NM_003762	VAMP4	0.344	0.168	0.177	0.154	-0.141	0.295	0.215	
10000549029	1	233572907	233572967	NM_004837	GGPS1	0.536	0.235	0.301	0.118	0.105	0.012	0.035	
10000549033	1	118304196	118304254	NM_006784	WDR3	0.231	-0.068	0.299	0.116	0.071	0.045	0.046	
10000549047	1	41250755	41250815	NM_001905	CTPS	0.406	0.153	0.253	0.504	0.117	0.387	0.047	
10000549051	1	159467579	159467639	NM_005122	NR1I3	0.219	-0.260	0.480	0.051	-0.060	0.111	0.022	
10000549066	1	23958863	23958923	NM_003198	TCEB3	0.009	0.120	-0.111	0.220	0.222	-0.002	-0.019	
10000549069	1	201403095	201403155	NM_000674	FMOD	0.298	0.179	0.119	0.490	0.352	0.138	0.073	
10000549074	1	167825055	167825115	NM_003005	SELP	0.387	-0.059	0.446	0.257	-0.039	0.296	-0.027	
10000549087	1	224886029	224886089	NM_002221	ITPKB	0.380	-0.015	0.394	0.186	0.240	-0.054	-0.040	
10000549096	1	92746965	92747025	NM_005665	EVI5	0.183	0.193	-0.010	-0.036	0.031	-0.067	0.066	
10000549115	1	116044427	116044487	NM_001232	CASQ2	0.330	0.285	0.045	-0.024	0.159	-0.183	-0.045	
10000549116	1	165666498	165666558	NM_000734	CD247	0.178	-0.006	0.184	0.338	0.059	0.280	0.064	
10000549144	1	85821778	85821838	NM_001554	CYR61	0.093	-0.192	0.286	0.017	0.154	-0.137	0.018	
10000549157	1	158525711	158525771	NM_004371	COPA	0.095	-0.080	0.175	0.165	0.083	0.081	-0.005	
10000549162	1	45044166	45044227	NM_004073	TCTEX1D4	0.235	0.366	-0.131	0.109	0.105	0.004	0.026	
10000549164	1	87583493	87583553	NM_006769	LMO4	0.236	0.388	-0.152	0.269	0.160	0.109	-0.030	
10000549172	1	107915399	107915459	NM_006113	VAV3	0.319	-0.004	0.323	0.239	0.037	0.201	0.057	
10000549179	1	172143208	172143256	NM_000488	SERPINC1	0.529	0.194	0.334	-0.004	0.236	-0.240	0.115	
10000549183	1	20851736	20851796	NM_005216	DDOST	0.140	0.240	-0.100	0.108	0.139	-0.031	0.010	
10000549188	1	27594833	27594893	NM_005281	GPR3	0.305	-0.019	0.324	0.261	0.019	0.242	0.013	
10000549203	1	196991953	196992013	NM_002838	PTPRC	0.240	0.299	-0.059	0.028	-0.084	0.111	-0.044	
10000549210	1	200824155	200824215	NM_002481	PPP1R12B	0.168	0.006	0.162	0.325	0.049	0.276	-0.019	
10000549225	1	2320770	2322172	NM_007033	RP4-740C4.2	0.255	-0.122	0.376	0.021	-0.009	0.030	0.064	
10000549236	1	154476236	154476296	NM_007221	PMF1	0.117	0.166	-0.048	0.042	0.217	-0.175	0.064	
10000549256	1	228896169	228896229	NM_007357	COG2	0.053	0.139	-0.085	0.226	0.125	0.101	0.118	
10000549264	1	148504002	148504062	NM_012113	CA14	0.163	0.040	0.123	-0.098	0.022	-0.120	0.029	
10000549280	1	31868343	31868403	NM_012392	PEF1	0.059	0.174	-0.116	0.182	0.146	0.036	0.022	
10000549284	1	149203711	149203771	NM_012432	SETDB1	0.211	0.017	0.194	0.104	-0.121	0.225	0.010	
10000549285	1	151898641	151900334	NM_012437	SNAPIN	0.161	0.122	0.039	0.050	0.049	0.001	-0.114	
10000549289	1	164143894	164143954	NM_012474	UCK2	0.337	0.216	0.121	0.284	0.035	0.249	-0.078	
10000549299	1	19503185	19503245	NM_003689	AKR7A2	0.418	0.284	0.134	0.390	0.073	0.316	-0.037	
10000549305	1	201976009	201976069	NM_001684	BX537745	0.273	0.097	0.176	0.140	0.113	0.027	0.056	
10000549311	1	205384648	205384708	NM_000715	C4BPA	0.097	-0.122	0.220					
10000549317	1	206126556	206126616	NM_001773	CD34	0.309	-0.019	0.328	0.391	0.132	0.259	-0.025	
10000549322	1	26519539	26519597	NM_001803	CD52	0.202	0.019	0.183	0.178	0.229	-0.051	0.064	
10000549349	1	28173516	28173576	NM_001990	EYA3	0.194	0.056	0.137	0.220	-0.035	0.255	0.031	
10000549366	1	110002958	110003018	NM_000850	GSTM4	0.499	0.328	0.171	0.388	0.203	0.184	0.181	
10000549377	1	23390975	23391035	NM_000864	HTR1D	0.152	-0.198	0.349	0.021	0.099	-0.078	-0.027	
10000549386	1	111016121	111016181	NM_002232	KCNA3	-0.086	0.010	-0.096	0.129	0.172	-0.043	-0.003	
10000549413	1	184679478	184679538	NM_002597	PDC	0.039	-0.002	0.041	-0.035	-0.021	-0.015	0.015	
10000549420	1	46280593	46280653	NM_003629	PIK3R3	-0.002	-0.001	-0.001	0.050	-0.038	0.087	0.001	
10000549437	1	35841458	35841518	NM_002794	PSMB2	0.408	0.092	0.316	0.176	0.114	0.061	-0.127	
10000549448	1	112056962	112057022	NM_002884	RAP1A	0.217	0.082	0.136	0.027	0.101	-0.074	0.004	
10000549456	1	100529826	100529886	NM_003729	RTCD1	0.189	-0.185	0.374	0.084	0.202	-0.119	0.120	
10000549483	1	109657951	109658011	NM_002959	SORT1	0.215	-0.179	0.394	0.331	0.147	0.184	-0.031	
10000549491	1	115328989	115338878	NM_003176	SYCP1	0.403	-0.224	0.628	-0.060	-0.017	-0.043	0.042	
10000549522	1	100161875	100161935	NM_000643	AGL	0.197	-0.141	0.338	-0.068	-0.004	-0.064	0.008	
10000549524	1	170902437	170902497	NM_000639	FASLG	0.277	-0.128	0.405	0.286	0.021	0.265	0.110	
10000549526	1	57167723	57167783	NM_000066	C8B	-0.006	0.116	-0.122	-0.022	-0.056	0.034	-0.015	
10000549536	1	181791336	181791396	NM_000433	NCF2	0.260	0.360	-0.100					
10000549545	1	95135651	95135710	NM_001839	CNN3	0.577	0.471	0.106	0.004	-0.000	0.004	0.120	
10000549547	1	155115719	155115779	NM_002529	NTRK1	0.048	-0.156	0.204	0.070	0.046	0.024	-0.010	
10000549566	1	86893564	86893624	NM_004921	CLCA3	0.210	-0.123	0.334	-0.036	0.155	-0.191	-0.071	
10000549570	1	148986931	148986980	NM_004079	CTSS	0.292	0.210	0.082	-0.057	-0.026	-0.031	0.036	
10000549583	1	233781980	233782040	NM_004485	GNG4	0.121	0.224	-0.103	0.099	0.002	0.097	-0.047	
10000549605	1	227507057	227507117	NM_004578	SPHAR	0.442	-0.028	0.471	0.211	-0.171	0.381	0.068	
10000549610	1	87101127	87101187	NM_004261	SEP15	0.148	-0.064	0.212	0.069	-0.003	0.072	-0.046	
10000549611	1	110707290	110707350	NM_004696	SLC16A4	0.334	0.120	0.215	0.187	0.219	-0.032	0.029	
10000549638	1	9711505	9711564	NM_005026	PIK3CD	0.199	-0.036	0.236					
10000549641	1	203323334	203323394	NM_005057	RBBP5	0.377	0.235	0.142	0.264	0.416	-0.151	0.267	
10000549680	1	29347142	29347202	NM_005626	SFRS4	0.433	-0.035	0.469	0.131	-0.028	0.160	-0.066	
10000549682	1	179211746	179211806	NM_005819	STX6	0.201	0.065	0.135	0.217	0.035	0.182	-0.005	
10000549705	1	31505295	31505350	NM_004814	WDR57	0.168	0.098	0.070	0.119	-0.031	0.149	-0.014	
10000549708	1	242285355	242285415	NM_006352	ZNF238	0.020	0.008	0.012	0.154	0.027	0.127	-0.001	
10000549712	1	208027912	208027972	NM_006147	IRF6	0.070	-0.056	0.126	0.226	0.152	0.074	0.139	
10000549719	1	205312744	205312804	NM_006212	PFKFB2	-0.015	0.003	-0.018	-0.004	0.061	-0.065	-0.026	
10000549729	1	42914932	42914992	NM_006347	PPIH	0.137	-0.102	0.239	0.024	0.012	0.012	0.088	
10000549739	1	207974429	207974489	NM_005525	HSD11B1	0.203	0.030	0.173	0.177	-0.052	0.229	-0.006	
10000549740	1	26099295	26099355	NM_005563	STMN1	0.398	0.234	0.164	0.375	-0.023	0.398	-0.011	
10000549741	1	78893737	78893784	NM_006417	IFI44	0.346	-0.002	0.348	0.317	-0.084	0.401	0.533	
10000549747	1	100977020	100977080	NM_001078	VCAM1	0.385	0.056	0.329	0.494	0.329	0.165	0.107	
10000549756	1	234774669	234774729	NM_006499	LGALS8	0.406	0.383	0.023	0.148	0.467	-0.319	0.286	
10000549760	1	32281985	32282045	NM_006559	KHDRBS1	0.108	-0.149	0.258	0.168	0.058	0.110	0.000	
10000549763	1	44229366	44229426	NM_003780	B4GALT2	0.407	0.061	0.345	0.344	0.101	0.243	-0.047	
10000549782	1	158782752	158782812	NM_003874	CD84	0.266	-0.103	0.370	0.407	0.260	0.147	-0.012	
10000549815	1	157082314	157082374	NM_002432	MNDA	0.273	-0.064	0.337	0.110	0.094	0.016	0.026	
10000549827	1	177343379	177343439	NM_005158	ABL2	0.221	0.201	0.020	0.180	0.006	0.174	-0.048	
10000549838	1	200206311	200206371	NM_006335	TIMM17A	0.243	0.268	-0.025	0.069	-0.005	0.074	0.008	
10000549851	1	11773325	11773385	NM_005957	MTHFR	0.179	-0.008	0.187	0.003	-0.123	0.126	0.005	
10000549862	1	16255501	16255547	NM_000085	CLCNKB	0.233	0.209	0.024	0.419	-0.030	0.448	-0.075	
10000549892	1	15860657	15860717	NM_006511	RSC1A1	0.162	0.102	0.060	0.061	0.026	0.035	-0.045	
10000549896	1	10444282	10444342	NM_004401	DFFA	0.009	-0.193	0.202	-0.050	0.063	-0.114	0.019	
10000549897	1	153373555	153373615	NM_004428	EFNA1	0.072	-0.167	0.239	0.118	0.049	0.069	0.009	
10000549938	1	153425248	153425308	NM_002456	MUC1	0.323	0.168	0.156	0.217	0.104	0.113	0.151	
10000549947	1	112865124	112865183	NM_004185	WNT2B	0.231	0.205	0.026	-0.076	0.113	-0.190	0.004	
10000549951	1	145847916	145847976	NM_005267	GJA8	0.212	0.021	0.191	0.124	-0.155	0.279	-0.109	
10000549953	1	62689881	62689941	NM_003368	USP1	0.257	0.201	0.055	0.080	0.116	-0.036	-0.038	
10000549973	1	92484691	92484751	NM_007070	GLMN	0.308	0.237	0.071	0.076	0.316	-0.240	0.064	
10000549977	1	154136546	154136606	NM_006912	RIT1	0.165	-0.270	0.435	0.073	0.279	-0.206	0.022	
10000549978	1	163637240	163642701	NM_006917	RXRG	0.575	-0.090	0.665	0.230	0.067	0.163	0.442	
10000549987	1	115061121	115061181	NM_007158	KIAA0885	0.430	0.064	0.366	0.290	0.212	0.078	0.035	
10000549994	1	45582223	45582283	NM_007170	TOE1	0.223	0.088	0.135	0.193	0.221	-0.028	0.158	
10000549996	1	159275768	159275828	NM_007122	USF1	0.324	0.173	0.151	0.355	0.490	-0.135	0.286	
