AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
PRSS50 ENSG00000206549.8 0.442286 0.078795 ENSG00000206549
MKKS ENSG00000125863.12 0.201711 0.063454 ENSG00000125863
FAT2 ENSG00000086570.8 0.192208 0.060327 ENSG00000086570
RAD54L ENSG00000085999.7 0.13237 0.055875 ENSG00000085999
LRWD1 ENSG00000161036.6 0.240926 0.059677 ENSG00000161036
MPHOSPH6 ENSG00000135698.5 0.463416 0.06205 ENSG00000135698
LMOD1 ENSG00000163431.11 0.158632 0.057807 ENSG00000163431
TIGD2 ENSG00000180346.2 0.102195 0.044423 ENSG00000180346
RABEP1 ENSG00000029725.12 0.160681 0.061096 ENSG00000029725
LONP1 ENSG00000196365.7 0.447624 0.056927 ENSG00000196365
BROX ENSG00000162819.7 0.234063 0.067741 ENSG00000162819
SMAD9 ENSG00000120693.9 0.288843 0.071843 ENSG00000120693
TCTE1 ENSG00000146221.8 0.370003 0.069178 ENSG00000146221
PFKM ENSG00000152556.11 0.080826 0.039774 ENSG00000152556
DHX34 ENSG00000134815.14 0.114748 0.049717 ENSG00000134815
MYO9B ENSG00000099331.9 0.131604 0.054119 ENSG00000099331
SAMD14 ENSG00000167100.10 0.327594 0.065777 ENSG00000167100
FGFR4 ENSG00000160867.10 0.298997 0.061937 ENSG00000160867
FKBP10 ENSG00000141756.14 0.198879 0.060458 ENSG00000141756
C8orf33 ENSG00000182307.8 0.091161 0.040176 ENSG00000182307
HHATL ENSG00000010282.10 0.233741 0.061563 ENSG00000010282
KIAA0141 ENSG00000081791.4 0.093461 0.043747 ENSG00000081791
TCTN2 ENSG00000168778.7 0.475553 0.05734 ENSG00000168778
CRYZ ENSG00000116791.9 0.766154 0.037217 ENSG00000116791
CDKN2AIPNL ENSG00000237190.3 0.307071 0.074394 ENSG00000237190
TSPAN17 ENSG00000048140.13 0.222203 0.060839 ENSG00000048140
NANOS3 ENSG00000187556.6 0.109189 0.05 ENSG00000187556
RILPL2 ENSG00000150977.9 0.10414 0.04889 ENSG00000150977
EIF3CL ENSG00000205609.8 0.234635 0.066609 ENSG00000205609
SLC35F5 ENSG00000115084.8 0.309212 0.06407 ENSG00000115084
TMEM61 ENSG00000143001.4 0.138835 0.057421 ENSG00000143001
PCDHA4 ENSG00000204967.6 0.149438 0.047258 ENSG00000204967
NEIL1 ENSG00000140398.9 0.103311 0.043712 ENSG00000140398
HELZ ENSG00000198265.7 0.094758 0.047359 ENSG00000198265
NUS1 ENSG00000153989.7 0.11182 0.049501 ENSG00000153989
PIWIL1 ENSG00000125207.3 0.201016 0.073899 ENSG00000125207
ANKRD65 ENSG00000235098.4 0.287157 0.066607 ENSG00000235098
GRIK2 ENSG00000164418.15 0.211229 0.059795 ENSG00000164418
MUSK ENSG00000030304.8 0.125168 0.052123 ENSG00000030304
SYCE1L ENSG00000205078.5 0.647768 0.048242 ENSG00000205078
NDUFA11 ENSG00000174886.8 0.17326 0.060118 ENSG00000174886
TTLL5 ENSG00000119685.14 0.124562 0.05037 ENSG00000119685
XRRA1 ENSG00000166435.11 0.093047 0.043 ENSG00000166435
AC021860.1 ENSG00000196355.2 0.663172 0.046235 ENSG00000196355
FUCA2 ENSG00000001036.8 0.240318 0.065494 ENSG00000001036
KCNC3 ENSG00000131398.9 0.233443 0.064607 ENSG00000131398
CENPN ENSG00000166451.9 0.189718 0.057824 ENSG00000166451
FPGT ENSG00000254685.1 0.353827 0.059589 ENSG00000254685
TSEN54 ENSG00000182173.8 0.187178 0.057299 ENSG00000182173
TNN ENSG00000120332.11 0.142502 0.052746 ENSG00000120332
PPP1R32 ENSG00000162148.6 0.086185 0.042555 ENSG00000162148
TMEM221 ENSG00000188051.6 0.140441 0.055494 ENSG00000188051
ZMYM1 ENSG00000197056.5 0.175831 0.056839 ENSG00000197056
TTLL6 ENSG00000170703.11 0.187128 0.055818 ENSG00000170703
CTD-3105H18.18 ENSG00000269755.1 0.139113 0.050891 ENSG00000269755
PTER ENSG00000165983.10 0.260278 0.067685 ENSG00000165983
SLC36A1 ENSG00000123643.7 0.646105 0.053552 ENSG00000123643
PIGB ENSG00000069943.5 0.198387 0.056449 ENSG00000069943
GPR115 ENSG00000153294.7 0.151464 0.048038 ENSG00000153294
SAMM50 ENSG00000100347.10 0.381974 0.064648 ENSG00000100347
CDO1 ENSG00000129596.4 0.239249 0.066774 ENSG00000129596
TMEM8B ENSG00000137103.12 0.321555 0.061626 ENSG00000137103
SIRT3 ENSG00000142082.10 0.116727 0.048641 ENSG00000142082
C9orf173 ENSG00000197768.6 0.304109 0.06475 ENSG00000197768
C6orf163 ENSG00000203872.5 0.300328 0.065161 ENSG00000203872
PHLDB2 ENSG00000144824.15 0.112073 0.049239 ENSG00000144824
TMEM161A ENSG00000064545.10 0.235955 0.066633 ENSG00000064545
UIMC1 ENSG00000087206.12 0.096524 0.042835 ENSG00000087206
NEURL1B ENSG00000214357.4 0.10359 0.05174 ENSG00000214357
POPDC3 ENSG00000132429.5 0.125468 0.050009 ENSG00000132429
CPQ ENSG00000104324.11 0.081996 0.039762 ENSG00000104324
LTF ENSG00000012223.8 0.13384 0.05337 ENSG00000012223
ORC4 ENSG00000115947.8 0.119884 0.047775 ENSG00000115947
ARF4 ENSG00000168374.6 0.090691 0.044672 ENSG00000168374
C10orf88 ENSG00000119965.8 0.202555 0.054165 ENSG00000119965
SPOCK2 ENSG00000107742.8 0.102036 0.046086 ENSG00000107742
PGM2 ENSG00000169299.9 0.326896 0.058932 ENSG00000169299
ATP5H ENSG00000167863.7 0.113524 0.052463 ENSG00000167863
TRMU ENSG00000100416.8 0.111542 0.050773 ENSG00000100416
NAGS ENSG00000161653.6 0.140072 0.054552 ENSG00000161653
RAET1E ENSG00000164520.7 0.180308 0.059222 ENSG00000164520
STX7 ENSG00000079950.9 0.183995 0.062568 ENSG00000079950
ZNF471 ENSG00000196263.3 0.225381 0.060356 ENSG00000196263
OMA1 ENSG00000162600.7 0.099267 0.048969 ENSG00000162600
HFM1 ENSG00000162669.11 0.541093 0.059213 ENSG00000162669
LRRK2 ENSG00000188906.9 0.195696 0.053716 ENSG00000188906
CASD1 ENSG00000127995.12 0.150432 0.054018 ENSG00000127995
ZSCAN29 ENSG00000140265.8 0.151215 0.060869 ENSG00000140265
ZNF408 ENSG00000175213.2 0.080173 0.038242 ENSG00000175213
C7orf73 ENSG00000243317.3 0.426239 0.062388 ENSG00000243317
CEP68 ENSG00000011523.9 0.133902 0.053489 ENSG00000011523
KIAA1279 ENSG00000198954.4 0.144235 0.058534 ENSG00000198954
DUSP19 ENSG00000162999.8 0.148622 0.050442 ENSG00000162999
NUDT13 ENSG00000166321.9 0.408602 0.077513 ENSG00000166321
RALB ENSG00000144118.9 0.093839 0.045498 ENSG00000144118
CPSF3L ENSG00000127054.14 0.086821 0.04288 ENSG00000127054
CKMT1B ENSG00000237289.5 0.166435 0.077132 ENSG00000237289
RBM26 ENSG00000139746.11 0.132524 0.046585 ENSG00000139746
ATOX1 ENSG00000177556.7 0.109618 0.048214 ENSG00000177556
KCNJ11 ENSG00000187486.5 0.111215 0.045638 ENSG00000187486
C1orf228 ENSG00000198520.6 0.147867 0.06366 ENSG00000198520
KIAA1875 ENSG00000179698.9 0.406353 0.063192 ENSG00000179698
PDLIM4 ENSG00000131435.8 0.081559 0.039496 ENSG00000131435
RNMTL1 ENSG00000171861.6 0.121442 0.056207 ENSG00000171861
HIGD1A ENSG00000181061.9 0.196661 0.059014 ENSG00000181061
SLC25A30 ENSG00000174032.12 0.205207 0.058601 ENSG00000174032
CCL24 ENSG00000106178.2 0.231433 0.061322 ENSG00000106178
ABCA5 ENSG00000154265.11 0.113003 0.044336 ENSG00000154265
UBE3D ENSG00000118420.12 0.11231 0.050868 ENSG00000118420
CCDC134 ENSG00000100147.9 0.196052 0.059097 ENSG00000100147
NAPRT1 ENSG00000147813.11 0.838634 0.025876 ENSG00000147813
PLEKHO2 ENSG00000241839.5 0.189308 0.059466 ENSG00000241839
ZFYVE19 ENSG00000166140.13 0.27558 0.066654 ENSG00000166140
TPBG ENSG00000146242.5 0.162398 0.053134 ENSG00000146242
TOR3A ENSG00000186283.9 0.241575 0.062178 ENSG00000186283
ZDHHC7 ENSG00000153786.8 0.341257 0.068899 ENSG00000153786
FAM107A ENSG00000168309.12 0.113929 0.051125 ENSG00000168309
SPSB2 ENSG00000111671.5 0.101303 0.045358 ENSG00000111671
KIN ENSG00000151657.6 0.213414 0.058329 ENSG00000151657
VDAC2 ENSG00000165637.9 0.142392 0.048791 ENSG00000165637
REEP2 ENSG00000132563.11 0.108887 0.045313 ENSG00000132563
MAP7 ENSG00000135525.14 0.15199 0.05119 ENSG00000135525
PLAC9 ENSG00000189129.9 0.222935 0.062519 ENSG00000189129
SPG20OS ENSG00000120664.6 0.213814 0.060367 ENSG00000120664
NHP2L1 ENSG00000100138.9 0.129083 0.053797 ENSG00000100138
DPP10 ENSG00000175497.12 0.127641 0.051411 ENSG00000175497
AC010547.9 ENSG00000261611.3 0.248918 0.062585 ENSG00000261611
METTL21D ENSG00000100483.9 0.249672 0.061062 ENSG00000100483
MED24 ENSG00000008838.13 0.465609 0.060213 ENSG00000008838
PDLIM5 ENSG00000163110.10 0.088848 0.043919 ENSG00000163110
G3BP2 ENSG00000138757.10 0.206522 0.055849 ENSG00000138757
WDSUB1 ENSG00000196151.6 0.4791 0.061298 ENSG00000196151
SPATC1 ENSG00000186583.7 0.086106 0.041947 ENSG00000186583
NME5 ENSG00000112981.3 0.126089 0.062926 ENSG00000112981
DKFZP761J1410 ENSG00000105520.6 0.174562 0.064598 ENSG00000105520
SLC44A5 ENSG00000137968.12 0.604069 0.051028 ENSG00000137968
SYCE3 ENSG00000217442.3 0.582125 0.063184 ENSG00000217442
SFMBT1 ENSG00000163935.9 0.149804 0.049875 ENSG00000163935
LRRC4B ENSG00000131409.8 0.120793 0.057484 ENSG00000131409
POLR2M ENSG00000255529.3 0.363732 0.073472 ENSG00000255529
N4BP2 ENSG00000078177.9 0.285933 0.067579 ENSG00000078177
LYPD6 ENSG00000187123.10 0.147485 0.059106 ENSG00000187123
KCTD16 ENSG00000183775.5 0.158634 0.056333 ENSG00000183775
LRRC39 ENSG00000122477.8 0.154288 0.049689 ENSG00000122477
KIAA1211 ENSG00000109265.8 0.132581 0.051453 ENSG00000109265
TMEM184B ENSG00000198792.7 0.12378 0.05125 ENSG00000198792
RAB2B ENSG00000129472.8 0.163858 0.062451 ENSG00000129472
BEND4 ENSG00000188848.11 0.097891 0.047876 ENSG00000188848
FAM114A1 ENSG00000197712.7 0.202646 0.057126 ENSG00000197712
PSMA4 ENSG00000041357.11 0.089329 0.039284 ENSG00000041357
RGS16 ENSG00000143333.6 0.081423 0.037259 ENSG00000143333
CDH15 ENSG00000129910.3 0.227313 0.061465 ENSG00000129910
MARCO ENSG00000019169.9 0.192671 0.057648 ENSG00000019169
CASP8 ENSG00000064012.17 0.120652 0.050857 ENSG00000064012
XRCC2 ENSG00000196584.2 0.558356 0.055578 ENSG00000196584
C2orf76 ENSG00000186132.10 0.253684 0.061929 ENSG00000186132
ABCD3 ENSG00000117528.7 0.128912 0.052278 ENSG00000117528
COG2 ENSG00000135775.8 0.139399 0.060827 ENSG00000135775
IMPG1 ENSG00000112706.7 0.145078 0.056674 ENSG00000112706
RNPC3 ENSG00000185946.11 0.133163 0.061754 ENSG00000185946
LAMB1 ENSG00000091136.9 0.111823 0.052091 ENSG00000091136
DCP2 ENSG00000172795.11 0.250923 0.063213 ENSG00000172795
ZNF485 ENSG00000198298.8 0.107625 0.045277 ENSG00000198298
SPTBN5 ENSG00000137877.8 0.647448 0.051107 ENSG00000137877
TPM1 ENSG00000140416.15 0.156433 0.050211 ENSG00000140416
RB1 ENSG00000139687.9 0.087685 0.043687 ENSG00000139687
AAAS ENSG00000094914.8 0.26577 0.06138 ENSG00000094914
YARS ENSG00000134684.6 0.121475 0.05567 ENSG00000134684
GAS2 ENSG00000148935.6 0.282739 0.063343 ENSG00000148935
NPIPB15 ENSG00000196436.7 0.078646 0.036675 ENSG00000196436
PARG ENSG00000227345.4 0.094386 0.040121 ENSG00000227345
RPS5 ENSG00000083845.4 0.109348 0.045523 ENSG00000083845
ANKRD32 ENSG00000133302.8 0.109177 0.045308 ENSG00000133302
CYP2W1 ENSG00000073067.9 0.132817 0.053072 ENSG00000073067
NSUN7 ENSG00000179299.12 0.289757 0.059313 ENSG00000179299
TFAM ENSG00000108064.6 0.302037 0.065902 ENSG00000108064
NCKIPSD ENSG00000213672.3 0.22344 0.073758 ENSG00000213672
TEX35 ENSG00000240021.5 0.108783 0.043671 ENSG00000240021
AC073346.2 ENSG00000214194.4 0.113257 0.0453 ENSG00000214194
AP1AR ENSG00000138660.7 0.114793 0.04359 ENSG00000138660
CCDC173 ENSG00000154479.8 0.28666 0.063186 ENSG00000154479
SPATA6L ENSG00000106686.12 0.406389 0.066968 ENSG00000106686
DDX55 ENSG00000111364.11 0.372862 0.060064 ENSG00000111364
ZNF615 ENSG00000197619.9 0.367948 0.063942 ENSG00000197619
IGDCC4 ENSG00000103742.7 0.098179 0.04741 ENSG00000103742
C9orf37 ENSG00000203993.3 0.162174 0.058703 ENSG00000203993
EFCAB6 ENSG00000186976.10 0.365968 0.065106 ENSG00000186976
ZNF837 ENSG00000152475.6 0.1657 0.055053 ENSG00000152475
TMEM179B ENSG00000185475.4 0.098856 0.045392 ENSG00000185475
STK33 ENSG00000130413.11 0.322237 0.06249 ENSG00000130413
WNT3 ENSG00000108379.5 0.27829 0.063702 ENSG00000108379
SLC46A3 ENSG00000139508.10 0.189025 0.054166 ENSG00000139508
FBXO31 ENSG00000103264.11 0.102666 0.048683 ENSG00000103264
PLA2G6 ENSG00000184381.14 0.239469 0.060669 ENSG00000184381
GPR63 ENSG00000112218.7 0.353162 0.060975 ENSG00000112218
ARL17A ENSG00000185829.11 0.812801 0.032238 ENSG00000185829
EXT2 ENSG00000151348.9 0.257501 0.065134 ENSG00000151348
EGF ENSG00000138798.7 0.104487 0.043376 ENSG00000138798
RP11-419C5.2 ENSG00000226232.3 0.493998 0.065644 ENSG00000226232
SYT13 ENSG00000019505.3 0.10963 0.049727 ENSG00000019505
ZNF813 ENSG00000198346.6 0.138399 0.059136 ENSG00000198346
C4orf33 ENSG00000151470.7 0.320515 0.064873 ENSG00000151470
NRBF2 ENSG00000148572.10 0.158246 0.049648 ENSG00000148572
HPS4 ENSG00000100099.16 0.149843 0.05521 ENSG00000100099
NELL2 ENSG00000184613.6 0.214075 0.05614 ENSG00000184613
CTD-2368P22.1 ENSG00000176593.3 0.470647 0.06494 ENSG00000176593
SAP25 ENSG00000205307.6 0.346308 0.071686 ENSG00000205307
SIGLEC12 ENSG00000254521.2 0.608592 0.051762 ENSG00000254521
PCDHB6 ENSG00000113211.3 0.317447 0.072291 ENSG00000113211
CTD-2260A17.2 ENSG00000247121.2 0.122649 0.051775 ENSG00000247121
ALX3 ENSG00000156150.6 0.361653 0.063597 ENSG00000156150
LILRA6 ENSG00000244482.5 0.182305 0.061269 ENSG00000244482
URM1 ENSG00000167118.6 0.110472 0.041007 ENSG00000167118
SCAMP2 ENSG00000140497.12 0.102436 0.048225 ENSG00000140497
CDH11 ENSG00000140937.9 0.114442 0.049698 ENSG00000140937
EDEM3 ENSG00000116406.14 0.182237 0.05086 ENSG00000116406
THOP1 ENSG00000172009.10 0.139933 0.056561 ENSG00000172009
CCL4L1 ENSG00000205020.7 0.120415 0.048117 ENSG00000205020
PACSIN3 ENSG00000165912.11 0.10113 0.049675 ENSG00000165912
CAB39L ENSG00000102547.14 0.126909 0.053939 ENSG00000102547
FAM26F ENSG00000188820.8 0.470296 0.065934 ENSG00000188820
FTSJ2 ENSG00000122687.13 0.098592 0.044916 ENSG00000122687
TNKS2 ENSG00000107854.5 0.209813 0.058863 ENSG00000107854
DHRS4L2 ENSG00000187630.10 0.266482 0.068658 ENSG00000187630
ABCB9 ENSG00000150967.13 0.12103 0.044497 ENSG00000150967
WDR72 ENSG00000166415.10 0.312381 0.062586 ENSG00000166415
FHIT ENSG00000189283.5 0.215662 0.069957 ENSG00000189283
MPHOSPH9 ENSG00000051825.10 0.102022 0.040586 ENSG00000051825
PPIP5K1 ENSG00000168781.17 0.17707 0.075518 ENSG00000168781
TMEM178B ENSG00000261115.1 0.136691 0.051647 ENSG00000261115
SNRNP70 ENSG00000104852.10 0.141349 0.05899 ENSG00000104852
NDUFA3 ENSG00000170906.11 0.254795 0.070756 ENSG00000170906
FXYD2 ENSG00000137731.9 0.449225 0.063096 ENSG00000137731
CENPC ENSG00000145241.6 0.228495 0.062502 ENSG00000145241
LRRC36 ENSG00000159708.13 0.203101 0.057951 ENSG00000159708
PAQR8 ENSG00000170915.8 0.10737 0.047737 ENSG00000170915
HEY2 ENSG00000135547.4 0.087373 0.041625 ENSG00000135547
GPC6 ENSG00000183098.6 0.118851 0.05314 ENSG00000183098
DNAAF3 ENSG00000167646.9 0.354276 0.068148 ENSG00000167646
NUP50 ENSG00000093000.13 0.242137 0.066547 ENSG00000093000
PCGF2 ENSG00000056661.9 0.3057 0.067942 ENSG00000056661
GOLGA3 ENSG00000090615.8 0.135364 0.057443 ENSG00000090615
VWA8 ENSG00000102763.11 0.09796 0.048556 ENSG00000102763
GYPC ENSG00000136732.10 0.10909 0.045516 ENSG00000136732
HEATR6 ENSG00000068097.10 0.405121 0.074002 ENSG00000068097
PARP15 ENSG00000173200.8 0.185786 0.059757 ENSG00000173200
SLC52A2 ENSG00000185803.4 0.128533 0.050384 ENSG00000185803
TSLP ENSG00000145777.10 0.368771 0.064751 ENSG00000145777
AK3 ENSG00000147853.12 0.127319 0.063145 ENSG00000147853
STAM2 ENSG00000115145.5 0.17935 0.057942 ENSG00000115145
TAF13 ENSG00000197780.5 0.12802 0.055839 ENSG00000197780
MAPK12 ENSG00000188130.9 0.481163 0.062962 ENSG00000188130
CCDC163P ENSG00000236624.4 0.85756 0.022818 ENSG00000236624
NRIP3 ENSG00000175352.6 0.095126 0.04729 ENSG00000175352
ACLY ENSG00000131473.12 0.112552 0.053133 ENSG00000131473
PRRG2 ENSG00000126460.6 0.098158 0.04885 ENSG00000126460
ESRRB ENSG00000119715.10 0.090794 0.042368 ENSG00000119715
NQO1 ENSG00000181019.8 0.143997 0.05582 ENSG00000181019
BVES ENSG00000112276.9 0.173578 0.063117 ENSG00000112276
LPAR2 ENSG00000064547.9 0.122455 0.046674 ENSG00000064547
ZCCHC11 ENSG00000134744.9 0.300289 0.059536 ENSG00000134744
MORN3 ENSG00000139714.8 0.159218 0.054654 ENSG00000139714
MUTYH ENSG00000132781.12 0.118882 0.056311 ENSG00000132781
LMTK2 ENSG00000164715.5 0.117974 0.050683 ENSG00000164715
BCAR3 ENSG00000137936.12 0.084124 0.038624 ENSG00000137936
TLDC1 ENSG00000140950.11 0.190579 0.068012 ENSG00000140950
DUS3L ENSG00000141994.11 0.48404 0.059877 ENSG00000141994
PPIC ENSG00000168938.5 0.179209 0.05724 ENSG00000168938
DISP2 ENSG00000140323.4 0.766354 0.03634 ENSG00000140323
PLA2R1 ENSG00000153246.7 0.239956 0.062233 ENSG00000153246
KIAA1147 ENSG00000257093.2 0.142457 0.051555 ENSG00000257093
EVC ENSG00000072840.8 0.108757 0.048645 ENSG00000072840
CRMP1 ENSG00000072832.10 0.318359 0.068205 ENSG00000072832
RIPK3 ENSG00000129465.11 0.111583 0.04708 ENSG00000129465
DKKL1 ENSG00000104901.2 0.456718 0.058469 ENSG00000104901
SNAP47 ENSG00000143740.10 0.111736 0.050033 ENSG00000143740
ZNF264 ENSG00000083844.6 0.167994 0.058725 ENSG00000083844
ZNF502 ENSG00000196653.7 0.392442 0.0721 ENSG00000196653
CACNA1A ENSG00000141837.14 0.157984 0.059236 ENSG00000141837
MTHFSD ENSG00000103248.13 0.676224 0.055426 ENSG00000103248
RP11-295P9.3 ENSG00000239665.3 0.387057 0.062941 ENSG00000239665
SASS6 ENSG00000156876.8 0.165552 0.058436 ENSG00000156876
WAPAL ENSG00000062650.13 0.098172 0.047601 ENSG00000062650
ZNF415 ENSG00000170954.7 0.432113 0.069674 ENSG00000170954
ADCK2 ENSG00000133597.5 0.147668 0.053261 ENSG00000133597
CCDC36 ENSG00000173421.12 0.160294 0.05933 ENSG00000173421
ALG12 ENSG00000182858.8 0.190513 0.056676 ENSG00000182858
CTSH ENSG00000103811.11 0.300017 0.076397 ENSG00000103811
ZNF467 ENSG00000181444.8 0.119601 0.052194 ENSG00000181444
ATP8A2 ENSG00000132932.12 0.296808 0.065388 ENSG00000132932
ADI1 ENSG00000182551.9 0.195894 0.061078 ENSG00000182551
TNFSF4 ENSG00000117586.6 0.108733 0.050772 ENSG00000117586
IFT122 ENSG00000163913.7 0.080706 0.03996 ENSG00000163913
TOM1L1 ENSG00000141198.9 0.10847 0.048138 ENSG00000141198
ZC3H3 ENSG00000014164.6 0.59126 0.051 ENSG00000014164
TMEM232 ENSG00000186952.10 0.301878 0.062842 ENSG00000186952
WDYHV1 ENSG00000156795.2 0.531198 0.05273 ENSG00000156795
LIPA ENSG00000107798.13 0.113322 0.056276 ENSG00000107798
STOML1 ENSG00000067221.9 0.210273 0.059269 ENSG00000067221
ANKRD7 ENSG00000106013.8 0.141773 0.051336 ENSG00000106013
NDOR1 ENSG00000188566.7 0.116847 0.052965 ENSG00000188566
KCNK5 ENSG00000164626.8 0.089466 0.044202 ENSG00000164626
ZNF410 ENSG00000119725.13 0.301841 0.058903 ENSG00000119725
KCNK7 ENSG00000173338.8 0.173841 0.055953 ENSG00000173338
MAN2B2 ENSG00000013288.4 0.222144 0.076502 ENSG00000013288
FAM21C ENSG00000172661.13 0.304222 0.070528 ENSG00000172661
GEMIN5 ENSG00000082516.8 0.118307 0.058948 ENSG00000082516
DUOX1 ENSG00000137857.13 0.147001 0.057955 ENSG00000137857
CEP290 ENSG00000198707.10 0.111084 0.047144 ENSG00000198707
PTBP3 ENSG00000119314.11 0.139961 0.052294 ENSG00000119314
NTN5 ENSG00000142233.7 0.407867 0.063905 ENSG00000142233
UPK1A ENSG00000105668.3 0.068074 0.034004 ENSG00000105668
PPP1R14B ENSG00000173457.6 0.17709 0.05281 ENSG00000173457
NUCKS1 ENSG00000069275.12 0.293038 0.061985 ENSG00000069275
CNTLN ENSG00000044459.10 0.203731 0.053706 ENSG00000044459
SMU1 ENSG00000122692.7 0.198385 0.05407 ENSG00000122692
SPAG8 ENSG00000137098.9 0.105386 0.046386 ENSG00000137098
C4BPB ENSG00000123843.8 0.174107 0.060555 ENSG00000123843
DDX42 ENSG00000198231.8 0.117871 0.042688 ENSG00000198231
ATP7B ENSG00000123191.9 0.511619 0.063669 ENSG00000123191
METTL14 ENSG00000145388.9 0.165128 0.058193 ENSG00000145388
ARID3B ENSG00000179361.13 0.09442 0.042968 ENSG00000179361
ZNF558 ENSG00000167785.4 0.087738 0.042696 ENSG00000167785
CHD1 ENSG00000153922.6 0.086174 0.03956 ENSG00000153922
LLGL2 ENSG00000073350.9 0.116429 0.056928 ENSG00000073350
EHD4 ENSG00000103966.5 0.195765 0.063471 ENSG00000103966
SWI5 ENSG00000175854.6 0.112643 0.055652 ENSG00000175854
MS4A7 ENSG00000166927.8 0.22076 0.060491 ENSG00000166927
TMEM65 ENSG00000164983.6 0.103173 0.045756 ENSG00000164983
ZNF580 ENSG00000213015.4 0.428292 0.063925 ENSG00000213015
ZNF619 ENSG00000177873.8 0.106762 0.046173 ENSG00000177873
SMIM7 ENSG00000214046.4 0.141706 0.054281 ENSG00000214046
GNGT2 ENSG00000167083.2 0.097803 0.046837 ENSG00000167083
TATDN3 ENSG00000203705.6 0.124436 0.048814 ENSG00000203705
DNAH14 ENSG00000185842.10 0.175956 0.05586 ENSG00000185842
DNAI1 ENSG00000122735.11 0.09657 0.046478 ENSG00000122735
SCAPER ENSG00000140386.8 0.327028 0.063828 ENSG00000140386
RPL7L1 ENSG00000146223.10 0.36146 0.065689 ENSG00000146223
ZFP37 ENSG00000136866.9 0.093771 0.046467 ENSG00000136866
DNASE1L3 ENSG00000163687.9 0.143453 0.052047 ENSG00000163687
PEAK1 ENSG00000173517.6 0.207732 0.060358 ENSG00000173517
IL18R1 ENSG00000115604.6 0.076436 0.035633 ENSG00000115604
BIRC5 ENSG00000089685.10 0.114941 0.051891 ENSG00000089685
SPATA7 ENSG00000042317.12 0.140614 0.060978 ENSG00000042317
AMT ENSG00000145020.10 0.256745 0.070619 ENSG00000145020
ARPP19 ENSG00000128989.6 0.488661 0.063344 ENSG00000128989
KCTD20 ENSG00000112078.9 0.147721 0.052653 ENSG00000112078
ZC3H8 ENSG00000144161.7 0.164553 0.052535 ENSG00000144161
CNIH4 ENSG00000143771.7 0.302362 0.064211 ENSG00000143771
TMF1 ENSG00000144747.10 0.178785 0.063008 ENSG00000144747
CD59 ENSG00000085063.10 0.210041 0.054764 ENSG00000085063
C5orf45 ENSG00000161010.10 0.124628 0.05256 ENSG00000161010
KRT32 ENSG00000108759.3 0.10644 0.040758 ENSG00000108759
TUBGCP4 ENSG00000137822.8 0.15855 0.054048 ENSG00000137822
PDCD1LG2 ENSG00000197646.6 0.500948 0.063927 ENSG00000197646
MYO9A ENSG00000066933.11 0.075027 0.03647 ENSG00000066933
PIBF1 ENSG00000083535.11 0.159101 0.050249 ENSG00000083535
SHARPIN ENSG00000179526.12 0.109126 0.052185 ENSG00000179526
PCDHB3 ENSG00000113205.2 0.134255 0.052574 ENSG00000113205
GGA3 ENSG00000125447.12 0.164122 0.054571 ENSG00000125447
HYAL3 ENSG00000186792.11 0.536396 0.072968 ENSG00000186792
POPDC2 ENSG00000121577.9 0.199086 0.055983 ENSG00000121577
THNSL1 ENSG00000185875.8 0.1284 0.053788 ENSG00000185875
MTCH1 ENSG00000137409.14 0.108572 0.051885 ENSG00000137409
CYB5B ENSG00000103018.12 0.090593 0.042142 ENSG00000103018
FXYD5 ENSG00000089327.10 0.188473 0.057934 ENSG00000089327
FOLH1 ENSG00000086205.12 0.306433 0.08992 ENSG00000086205
ZNF852 ENSG00000178917.10 0.08861 0.044286 ENSG00000178917
AKAP11 ENSG00000023516.7 0.191182 0.052632 ENSG00000023516
HEXIM1 ENSG00000186834.2 0.122035 0.054757 ENSG00000186834
ACSBG1 ENSG00000103740.5 0.116731 0.047805 ENSG00000103740
PARP4 ENSG00000102699.5 0.188553 0.067739 ENSG00000102699
TEX26 ENSG00000175664.5 0.228737 0.061312 ENSG00000175664
CRYBB3 ENSG00000100053.5 0.475445 0.061264 ENSG00000100053
DYNC1I2 ENSG00000077380.11 0.071232 0.034871 ENSG00000077380
RAD21L1 ENSG00000244588.1 0.456358 0.065275 ENSG00000244588
RASIP1 ENSG00000105538.4 0.16219 0.052182 ENSG00000105538
PTGS1 ENSG00000095303.10 0.109821 0.050561 ENSG00000095303
C19orf53 ENSG00000104979.4 0.292453 0.05841 ENSG00000104979
MDN1 ENSG00000112159.7 0.088695 0.042796 ENSG00000112159
ARL10 ENSG00000175414.6 0.118586 0.049896 ENSG00000175414
FIS1 ENSG00000214253.4 0.488172 0.059974 ENSG00000214253
RPS6KL1 ENSG00000198208.7 0.121073 0.052003 ENSG00000198208
FMO2 ENSG00000094963.9 0.337944 0.06636 ENSG00000094963
BRIP1 ENSG00000136492.4 0.107762 0.042731 ENSG00000136492
ORMDL1 ENSG00000128699.9 0.234044 0.058618 ENSG00000128699
FMO3 ENSG00000007933.8 0.128933 0.047399 ENSG00000007933
SMLR1 ENSG00000256162.2 0.08584 0.041663 ENSG00000256162
MTSS1L ENSG00000132613.10 0.090281 0.044874 ENSG00000132613
